2016-11-18 12:32:20.815 [main] INFO  cn.vpclub.DemoApplication - Starting DemoApplication on k8s-minion3 with PID 1482 (/home/vpclub/openshift/fabric/ipservice/target/classes started by vpclub in /home/vpclub/openshift/fabric/ipservice)
2016-11-18 12:32:37.484 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'restartEndpoint': registering with JMX server as MBean [org.springframework.cloud.context.restart:name=restartEndpoint,type=RestartEndpoint]
2016-11-18 12:32:37.497 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
2016-11-18 12:32:37.503 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=681aad3b,type=ConfigurationPropertiesRebinder]
2016-11-18 12:32:37.510 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
2016-11-18 12:32:37.513 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'refreshEndpoint': registering with JMX server as MBean [org.springframework.cloud.bootstrap.config:name=refreshEndpoint,type=RefreshEndpoint]
2016-11-18 12:32:37.519 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Registering beans for JMX exposure on startup
2016-11-18 12:32:37.525 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 0
2016-11-18 12:32:37.528 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'requestMappingEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=requestMappingEndpoint]
2016-11-18 12:32:37.545 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'environmentEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=environmentEndpoint]
2016-11-18 12:32:37.555 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'healthEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=healthEndpoint]
2016-11-18 12:32:37.563 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'beansEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=beansEndpoint]
2016-11-18 12:32:37.566 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'infoEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=infoEndpoint]
2016-11-18 12:32:37.578 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'metricsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=metricsEndpoint]
2016-11-18 12:32:37.581 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'traceEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=traceEndpoint]
2016-11-18 12:32:37.586 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'dumpEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=dumpEndpoint]
2016-11-18 12:32:37.592 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'autoConfigurationReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=autoConfigurationReportEndpoint]
2016-11-18 12:32:37.595 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'configurationPropertiesReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=configurationPropertiesReportEndpoint]
2016-11-18 12:32:37.647 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2016-11-18 12:32:37.664 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2016-11-18 12:32:37.672 [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2016-11-18 12:32:37.696 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
2016-11-18 12:32:37.700 [main] INFO  cn.vpclub.DemoApplication - Started DemoApplication in 18.355 seconds (JVM running for 20.221)
2016-11-18 12:32:40.909 [Thread-2] INFO  o.s.c.a.AnnotationConfigApplicationContext - Closing org.springframework.context.annotation.AnnotationConfigApplicationContext@24105dc5: startup date [Fri Nov 18 12:32:20 CST 2016]; root of context hierarchy
2016-11-18 12:32:40.910 [Thread-2] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@681aad3b: startup date [Fri Nov 18 12:32:31 CST 2016]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@24105dc5
2016-11-18 12:32:40.913 [Thread-2] INFO  o.s.c.s.DefaultLifecycleProcessor - Stopping beans in phase 0
2016-11-18 12:32:40.919 [Thread-2] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Unregistering JMX-exposed beans on shutdown
2016-11-18 12:32:40.920 [Thread-2] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Unregistering JMX-exposed beans
2016-11-18 12:32:40.921 [Thread-2] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
2016-11-18 12:32:40.921 [Thread-2] INFO  o.s.j.e.a.AnnotationMBeanExporter - Unregistering JMX-exposed beans
2016-11-18 12:32:40.927 [Thread-2] INFO  c.a.p.imp.AbstractLogStream - Logfile closed: /home/vpclub/openshift/fabric/ipservice/./tmlog0.log
2016-11-18 12:32:40.929 [Thread-2] INFO  c.a.icatch.imp.thread.TaskManager - THREADS: using JDK thread pooling...
2016-11-18 12:32:40.940 [Thread-2] WARN  o.s.b.f.s.DisposableBeanAdapter - Invocation of destroy method 'close' failed on bean with name 'sqlSessionTemplate': java.lang.UnsupportedOperationException: Manual close is not allowed over a Spring managed SqlSession
2016-11-18 13:04:00.352 [main] INFO  o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [cn.vpclub.mockmvc.BaseMockMvcTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2016-11-18 13:04:00.373 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2016-11-18 13:04:00.399 [main] INFO  o.s.t.c.w.WebTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1442d7b5, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1efee8e7, org.springframework.test.context.support.DependencyInjectionTestExecutionListener@1ee807c6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@76a4d6c, org.springframework.test.context.transaction.TransactionalTestExecutionListener@517cd4b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6cc7b4de]
2016-11-18 13:04:02.346 [main] INFO  c.i.rt.execution.junit.JUnitStarter - Starting JUnitStarter on k8s-minion3 with PID 2693 (/home/vpclub/idea-8/plugins/junit/lib/junit-rt.jar started by vpclub in /home/vpclub/openshift/fabric/ipservice)
2016-11-18 13:04:02.347 [main] INFO  c.i.rt.execution.junit.JUnitStarter - No active profile set, falling back to default profiles: default
2016-11-18 13:04:02.388 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@7a67e3c6: startup date [Fri Nov 18 13:04:02 CST 2016]; root of context hierarchy
2016-11-18 13:04:02.659 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-11-18 13:04:02.780 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'encrypt.CONFIGURATION_PROPERTIES' of type [class org.springframework.cloud.bootstrap.encrypt.KeyProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:04:02.780 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'encryptionBootstrapConfiguration' of type [class org.springframework.cloud.bootstrap.encrypt.EncryptionBootstrapConfiguration$$EnhancerBySpringCGLIB$$7a3149c5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2016-11-18 13:04:02.876 [main] WARN  i.f.s.c.k.KubernetesClientProperties - No namespace has been detected. Please specify KUBERNETES_NAMESPACE env var, or use a later kubernetes version (1.3 or later)
2016-11-18 13:04:02.999 [main] INFO  c.i.rt.execution.junit.JUnitStarter - Started JUnitStarter in 1.203 seconds (JVM running for 3.596)
2016-11-18 13:04:13.236 [main] WARN  i.f.s.c.k.c.ConfigMapPropertySource - Can't read configMap with name: [ipservice] in namespace:[null]. Ignoring
2016-11-18 13:04:13.241 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: ConfigMapPropertySource [name='configmap.ipservice.null']
2016-11-18 13:04:13.248 [main] INFO  c.v.mockmvc.AppInfoControllerTest - No active profile set, falling back to default profiles: default
2016-11-18 13:04:13.259 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@55a8dc49: startup date [Fri Nov 18 13:04:13 CST 2016]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@7a67e3c6
2016-11-18 13:04:13.952 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Overriding bean definition for bean 'beanNameViewResolver' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/ErrorMvcAutoConfiguration$WhitelabelErrorViewConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.web.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter; factoryMethodName=beanNameViewResolver; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter.class]]
2016-11-18 13:04:14.308 [main] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=e5d8baf2-46ad-385d-9c39-fe92e4b9fddd
2016-11-18 13:04:14.313 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2016-11-18 13:04:14.340 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appConfigMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppConfigMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:04:14.341 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sequencesMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/SequencesMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:04:14.345 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appConfigMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppConfigMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:04:14.345 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sequencesMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/SequencesMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:04:14.356 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appConfigMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppConfigMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:04:14.356 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sequencesMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/SequencesMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
2016-11-18 13:04:14.358 [main] WARN  o.s.b.f.s.DefaultListableBeanFactory - Bean creation exception on non-lazy FactoryBean type check: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'appConfigMapper' defined in file [/home/vpclub/openshift/fabric/ipservice/target/classes/cn/vpclub/storage/mapper/AppConfigMapper.class]: Cannot resolve reference to bean 'sqlSessionFactory' while setting bean property 'sqlSessionFactory'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'sqlSessionFactory': Requested bean is currently in creation: Is there an unresolvable circular reference?
